DISTRICT,D20GR13N,D20GR13R,D30GR13N,D30GR13R,D40GR13N,D40GR13R,DA0GH13N,DA0GH13R,DA0GM13N,DA0GM13R,DA0GR13N,DA0GR13R,DAPID14N,DAPID14R,DAUND13C,DAUND13R,DB0GR13N,DB0GR13R,DH0GR13N,DH0GR13R,DI0GR13N,DI0GR13R,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR13N,DS0GR13R,DW0GR13N,DW0GR13R
'019912,0,0,6,3.8,0,0,135,86.5,21,13.5,156,100,0,0,5,0.5,22,14.1,7,4.5,2,1.3,214,11.2,4.9000000000000004,0.8,0.9,0.7,0,0,0,0,2.6,20,0,0,6.7,0,0,0,0,0,2020,68,3.4,43,2.1,248,12.3,12,0.6,551,27.3,148,7.3,128,6.3,142,7,135,6.7,163,8.1,149,7.4,160,7.9,154,7.6,188,9.3,139,6.9,148,7.3,147,7.3,3,0.1,372,18.4,137,6.8,79,3.9,139,6.9,13,0.6,51,2.5,1469,72.7,6,0.3,624,30.9,153,7.6,62,3.1,640,31.7,1484,73.5,8,5.0999999999999996,119,76.3
'019913,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,10,12.8,7.1,0,0,0,0,0,0,0,9.1,.,0,0,.,.,0,0,0,0,96,0,0,8,8.3,0,0,0,0,55,57.3,18,18.8,15,15.6,13,13.5,4,4.2,9,9.4,5,5.2,6,6.3,6,6.3,0,0,0,0,0,0,0,0,0,0,0,0,12,12.5,8,8.3,14,14.6,2,2.1,8,8.3,41,42.7,0,0,22,22.9,13,13.5,3,3.1,12,12.5,77,80.2,.,.,.,.
'019914,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,21,23.3,30,12.5,0,0,0,0,0,0,7.7,.,0,0,.,.,.,0,0,.,110,0,0,0,0,5,4.5,0,0,75,68.2,15,13.6,8,7.3,9,8.2,11,10,10,9.1,10,9.1,9,8.2,9,8.2,0,0,0,0,0,0,0,0,0,0,3,2.7,13,11.8,16,14.5,8,7.3,1,0.9,0,0,35,31.8,0,0,39,35.5,6,5.5,9,8.2,0,0,87,79.1,.,.,.,.
'020901,18,1.7,70,6.6,1,0.1,959,90.9,96,9.1,1055,100,11,0.1,14,0.2,157,14.9,441,41.8,5,0.5,2502,13.9,0.9,0.8,0.4,0.2,0.2,0.2,0.4,0.2,1.6,3.2,0.6,0,0,1.6,0,0.8,0,7.3,19667,1705,8.7,3093,15.7,2900,14.7,241,1.2,9936,50.5,1603,8.2,1630,8.3,1516,7.7,1412,7.2,1527,7.8,1469,7.5,1417,7.2,1507,7.7,1520,7.7,1449,7.4,1241,6.3,939,4.8,49,0.2,1784,9.1,1655,8.4,733,3.7,8637,43.9,89,0.5,3137,16,9731,49.5,16,0.1,9137,46.5,1810,9.2,346,1.8,4117,20.9,5974,30.4,96,9.1,363,34.4
'020902,8,1.7,3,0.6,0,0,293,61.9,180,38.1,473,100,0,0,5,0.2,68,14.4,189,40,2,0.4,1531,22.9,6.1,2.7,0.5,0.9,0.7,0.7,1.3,1.4,2.9,5.8,2.2000000000000002,0,0,0,0,0,0,15.7,6549,36,0.5,835,12.8,751,11.5,178,2.5,3970,60.6,525,8,487,7.4,481,7.3,488,7.5,491,7.5,469,7.2,487,7.4,511,7.8,536,8.2,486,7.4,459,7,393,6,15,0.2,306,4.7,459,7,262,4,3060,46.7,53,0.8,574,8.8,2579,39.4,5,0.1,3711,56.7,528,8.1,153,2.3,1390,21.2,2491,38,56,11.8,203,42.9
'020904,0,0,0,0,0,0,49,96.1,2,3.9,51,100,0,0,0,0,0,0,6,11.8,1,2,74,9.9,5.7,0,0,2.2000000000000002,4.9000000000000004,0,2.2000000000000002,3.4,4.3,0,0,0,0,0,0,0,0,50,773,3,0.4,39,5,4,0.5,11,1.3,222,28.7,52,6.7,57,7.4,45,5.8,68,8.8,53,6.9,67,8.7,65,8.4,50,6.5,66,8.5,60,7.8,53,6.9,66,8.5,1,0.1,59,7.6,54,7,16,2.1,162,21,6,0.8,39,5,551,71.3,0,0,306,39.6,69,8.9,17,2.2,224,29,581,75.2,2,3.9,44,86.3
'020905,6,0.8,22,2.9,0,0,611,80.5,148,19.5,759,100,3,0,3,0.1,66,8.6999999999999993,333,43.9,8,1.1000000000000001,2147,17.399999999999999,0.5,0.2,0,0.2,0.1,0,0.1,0,0.3,0,0,1.1000000000000001,0,0,0,0,0,1.3,12364,186,1.5,919,7.4,1034,8.4,269,2,7081,57.3,881,7.1,932,7.5,957,7.7,909,7.4,928,7.5,919,7.4,945,7.6,962,7.8,986,8,925,7.5,927,7.5,676,5.5,27,0.2,938,7.6,914,7.4,476,3.8,6287,50.8,45,0.4,998,8.1,5283,42.7,7,0.1,5424,43.9,1048,8.5,276,2.2,2542,20.6,4529,36.6,61,8,324,42.7
'020906,11,7.6,1,0.7,0,0,134,93.1,10,6.9,144,100,0,0,4,0.4,23,16,27,18.8,0,0,255,13.7,5.3,4.4000000000000004,1.7,0.8,5.3,0,0.7,0,4.8,0,0,0,0,0,0,0,0,0,1886,5,0.3,44,2.3,293,15.5,41,2,922,48.9,141,7.5,138,7.3,126,6.7,132,7,145,7.7,142,7.5,147,7.8,174,9.2,176,9.3,130,6.9,125,6.6,133,7.1,3,0.2,117,6.2,123,6.5,51,2.7,401,21.3,8,0.4,44,2.3,964,51.1,2,0.1,733,38.9,148,7.8,86,4.6,783,41.5,1091,57.8,11,7.6,82,56.9
'020907,14,6.8,1,0.5,0,0,172,83.1,35,16.899999999999999,207,100,0,0,7,0.5,24,11.6,41,19.8,1,0.5,415,14.2,2.1,0,0.5,0.5,0.5,1.1000000000000001,0.9,0,0.9,0,3.4,0,0,0,0,0,6.7,7.1,3042,9,0.3,104,3.4,342,11.2,65,2,1622,53.3,230,7.6,204,6.7,246,8.1,220,7.2,234,7.7,235,7.7,219,7.2,241,7.9,251,8.3,223,7.3,197,6.5,173,5.7,6,0.2,97,3.2,239,7.9,124,4.1,846,27.8,7,0.2,131,4.3,1420,46.7,0,0,1449,47.6,258,8.5,77,2.5,759,25,1761,57.9,11,5.3,126,60.9
'020908,32,2.4,110,8.3000000000000007,1,0.1,1051,79.2,276,20.8,1327,100,1,0,2,0,278,20.9,365,27.5,6,0.5,1785,9.5,1.2,0.4,0.7,0,0.9,0.2,0,0.1,0.7,5,6.3,0.6,1.1000000000000001,0.6,3.6,2,1.3,8.1999999999999993,19964,1952,9.8,1361,6.8,3212,16.1,188,0.9,5550,27.8,1429,7.2,1508,7.6,1520,7.6,1535,7.7,1608,8.1,1618,8.1,1610,8.1,1576,7.9,1622,8.1,1482,7.4,1379,6.9,1315,6.6,47,0.2,1651,8.3,1399,7,316,1.6,5930,29.7,97,0.5,1453,7.3,14414,72.2,20,0.1,5585,28,1750,8.8,556,2.8,4810,24.1,8197,41.1,132,9.9,535,40.299999999999997
'020910,.,.,.,.,.,.,.,.,.,.,.,.,1,0.5,1,2.8,.,.,.,.,.,.,27,18.899999999999999,0,7.1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1,0.5,34,18.2,3,1.6,3,1.5,151,80.7,16,8.6,14,7.5,16,8.6,15,8,21,11.2,24,12.8,17,9.1,16,8.6,0,0,0,0,0,0,0,0,0,0,15,8,22,11.8,26,13.9,89,47.6,0,0,37,19.8,36,19.3,0,0,116,62,17,9.1,5,2.7,14,7.5,89,47.6,.,.,.,.
'021803,1,3.6,1,3.6,0,0,23,82.1,5,17.899999999999999,28,100,1,0.2,1,0.6,14,50,12,42.9,0,0,186,40.9,4.9000000000000004,3.4,0,10.3,0,8.1,8.6999999999999993,7.7,2.4,.,0,0,20,16.7,0,0,0,0,478,2,0.4,76,15.9,239,50,0,0,447,93.5,43,9,49,10.3,32,6.7,46,9.6,35,7.3,43,9,29,6.1,31,6.5,24,5,14,2.9,13,2.7,8,1.7,0,0,0,0,60,12.6,51,10.7,205,42.9,0,0,83,17.4,31,6.5,0,0,301,63,36,7.5,3,0.6,77,16.1,29,6.1,4,14.3,0,0
'021805,.,.,.,.,.,.,.,.,.,.,.,.,0,0,8,8.6,.,.,.,.,.,.,263,28.2,4.5,5.4,8.5,2.7,3.5,1.4,5.4,0,2,0,0,0,0,0,20,0,0,0,927,3,0.3,189,20.4,617,66.6,0,0,775,83.6,130,14,151,16.3,139,15,123,13.3,124,13.4,82,8.8,18,1.9,14,1.5,0,0,0,0,0,0,0,0,0,0,0,0,146,15.7,0,0,295,31.8,0,0,192,20.7,152,16.4,1,0.1,627,67.6,41,4.4,4,0.4,0,0,7,0.8,.,.,.,.
'021901,21,3,57,8.1999999999999993,0,0,534,76.900000000000006,160,23.1,694,100,3,0,6,0.1,64,9.1999999999999993,114,16.399999999999999,3,0.4,1404,13.4,2.6,1.5,1,0.4,0.4,0.1,0.4,0.1,3.5,5.6,0,1.9,0,0,0,1.5,0,16.3,11607,890,7.7,1206,10.4,1612,13.9,125,1,4008,34.5,1010,8.7,916,7.9,925,8,886,7.6,881,7.6,811,7,870,7.5,830,7.2,925,8,795,6.8,790,6.8,656,5.7,28,0.2,1353,11.7,984,8.5,300,2.6,2485,21.4,30,0.3,859,7.4,7599,65.5,16,0.1,3469,29.9,964,8.3,349,3,2604,22.4,6225,53.6,22,3.2,435,62.7
'021902,7,0.9,4,0.5,1,0.1,588,72.3,225,27.7,813,100,14,0.1,11,0.2,142,17.5,379,46.6,0,0,3660,23.1,11,7.2,3.9,3.5,2.7,1.4,2.2000000000000002,1.3,7.2,11,11.2,1.8,0.9,2.4,0,2.7,1.4,14.6,15723,59,0.4,3383,21.5,3105,19.7,405,2.4,11631,74,1379,8.8,1274,8.1,1259,8,1147,7.3,1183,7.5,1088,6.9,1183,7.5,1146,7.3,1455,9.3,1015,6.5,827,5.3,747,4.8,23,0.1,1987,12.6,1358,8.6,639,4.1,8410,53.5,35,0.2,3169,20.2,4092,26,14,0.1,9997,63.6,1208,7.7,187,1.2,3451,21.9,3913,24.9,49,6,280,34.4
'022004,0,0,0,0,0,0,6,85.7,1,14.3,7,100,0,0,0,0,0,0,4,57.1,0,0,11,11.1,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,.,.,99,0,0,41,41.4,0,0,1,1,73,73.7,4,4,7,7.1,6,6.1,7,7.1,7,7.1,8,8.1,5,5.1,12,12.1,15,15.2,11,11.1,5,5.1,9,9.1,0,0,5,5.1,3,3,0,0,76,76.8,2,2,41,41.4,26,26.3,0,0,63,63.6,10,10.1,0,0,6,6.1,21,21.2,1,14.3,3,42.9
'022901,0,0,1,1.4,0,0,66,94.3,4,5.7,70,100,1,0.1,5,1,1,1.4,50,71.400000000000006,0,0,123,12,8.3000000000000007,7.8,4.3,4.3,7.6,2.9,0,3.1,1.3,0,0,0,0,0,0,16.7,0,33.299999999999997,1047,11,1.1,75,7.2,7,0.7,4,0.3,533,50.9,87,8.3,99,9.5,70,6.7,88,8.4,79,7.5,65,6.2,73,7,92,8.8,67,6.4,77,7.4,61,5.8,72,6.9,0,0,79,7.5,69,6.6,48,4.6,675,64.5,1,0.1,78,7.4,514,49.1,0,0,729,69.6,86,8.2,10,1,241,23,343,32.8,9,12.9,18,25.7
'022902,0,0,0,0,0,0,3,100,0,0,3,100,0,0,0,0,0,0,3,100,0,0,10,23.8,0,0,0,0,0,0,0,0,0,.,0,.,.,.,.,.,.,100,41,0,0,0,0,0,0,0,0,37,90.2,6,14.6,1,2.4,5,12.2,1,2.4,2,4.9,2,4.9,3,7.3,3,7.3,3,7.3,2,4.9,3,7.3,1,2.4,0,0,1,2.4,3,7.3,6,14.6,34,82.9,0,0,0,0,4,9.8,0,0,11,26.8,2,4.9,1,2.4,14,34.1,6,14.6,0,0,0,0
'022903,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,2,9.5,0,0,0,25,0,.,.,0,0,.,.,.,.,0,.,.,.,.,24,0,0,0,0,0,0,0,0,10,41.7,2,8.3,5,20.8,4,16.7,3,12.5,3,12.5,4,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.3,3,12.5,0,0,9,37.5,0,0,0,0,14,58.3,0,0,8,33.3,1,4.2,2,8.3,0,0,13,54.2,.,.,.,.
'023902,0,0,0,0,0,0,13,92.9,1,7.1,14,100,0,0,0,0,0,0,4,28.6,0,0,31,16.100000000000001,0,18.2,0,0,0,0,0,6.7,7.7,0,0,0,0,0,0,0,0,.,187,0,0,16,8.6,4,2.1,0,0,102,54.5,14,7.5,20,10.7,12,6.4,10,5.3,14,7.5,13,7,16,8.6,14,7.5,14,7.5,12,6.4,9,4.8,10,5.3,0,0,7,3.7,16,8.6,13,7,77,41.2,0,0,16,8.6,85,45.5,0,0,61,32.6,17,9.1,4,2.1,59,31.6,102,54.5,1,7.1,10,71.400000000000006
'024901,0,0,0,0,0,0,66,74.2,23,25.8,89,100,0,0,2,0.3,0,0,87,97.8,0,0,157,11.1,9,7.8,10.8,6.2,4.4000000000000004,2.7,1.9,1,1.7,0,16.7,7.7,0,0,0,10,0,0,1532,2,0.1,46,3,0,0,24,1.4,1310,85.5,137,8.9,133,8.7,102,6.7,119,7.8,95,6.2,102,6.7,126,8.2,117,7.6,114,7.4,109,7.1,99,6.5,76,5,0,0,75,4.9,125,8.2,78,5.1,1509,98.5,2,0.1,49,3.2,222,14.5,0,0,1009,65.9,129,8.4,0,0,361,23.6,19,1.2,17,19.100000000000001,2,2.2000000000000002
'025901,0,0,0,0,0,0,72,88.9,9,11.1,81,100,0,0,0,0,4,4.9000000000000004,22,27.2,2,2.5,149,15.2,4.5999999999999996,0,0,1.7,0,0,0,1.3,8.1999999999999993,0,20,0,0,0,0,0,0,20,1055,4,0.4,16,1.5,32,3,12,1.1000000000000001,491,46.5,86,8.2,75,7.1,67,6.4,71,6.7,67,6.4,87,8.2,84,8,84,8,84,8,83,7.9,78,7.4,81,7.7,4,0.4,78,7.4,70,6.6,34,3.2,261,24.7,2,0.2,16,1.5,564,53.5,1,0.1,401,38,111,10.5,26,2.5,316,30,729,69.1,5,6.2,53,65.400000000000006
'025902,11,5.5,0,0,0,0,144,72.400000000000006,55,27.6,199,100,0,0,1,0.1,7,3.5,67,33.700000000000003,0,0,749,21.8,4,3,2.1,0.9,3.7,0.4,0.9,1.9,5.7,11.1,13,0,0,0,0,0,0,17.2,3504,23,0.7,102,2.9,190,5.4,74,1.9,2240,63.9,315,9,255,7.3,284,8.1,269,7.7,266,7.6,255,7.3,254,7.2,242,6.9,278,7.9,223,6.4,204,5.8,189,5.4,8,0.2,225,6.4,300,8.6,162,4.6,1353,38.6,16,0.5,109,3.1,1264,36.1,2,0.1,1631,46.5,319,9.1,95,2.7,1137,32.4,1825,52.1,13,6.5,114,57.3
'025904,0,0,0,0,1,5.9,10,58.8,7,41.2,17,100,0,0,0,0,0,0,7,41.2,1,5.9,50,20.6,0,0,0,0,6.7,0,0,0,0,33.299999999999997,0,0,.,0,0,0,0,.,215,1,0.5,2,0.9,3,1.4,0,0,117,54.4,8,3.7,14,6.5,20,9.3,19,8.8,18,8.4,18,8.4,21,9.8,18,8.4,19,8.8,12,5.6,14,6.5,9,4.2,0,0,10,4.7,14,6.5,11,5.1,53,24.7,4,1.9,3,1.4,98,45.6,0,0,90,41.9,27,12.6,2,0.9,51,23.7,152,70.7,2,11.8,8,47.1
'025905,0,0,0,0,0,0,11,100,0,0,11,100,0,0,0,0,0,0,0,0,0,0,36,14.3,12.5,0,0,6.7,0,0,0,0,38.5,0,0,0,0,0,0,0,0,0,259,0,0,9,3.5,1,0.4,0,0,139,53.7,13,5,17,6.6,11,4.2,22,8.5,17,6.6,12,4.6,29,11.2,23,8.9,23,8.9,26,10,16,6.2,24,9.3,0,0,25,9.7,22,8.5,4,1.5,56,21.6,1,0.4,9,3.5,120,46.3,0,0,82,31.7,28,10.8,2,0.8,85,32.8,199,76.8,1,9.1,11,100
'025906,0,0,0,0,0,0,19,100,0,0,19,100,0,0,0,0,0,0,1,5.3,0,0,33,15.1,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,50,211,0,0,0,0,1,0.5,0,0,146,69.2,13,6.2,11,5.2,15,7.1,12,5.7,17,8.1,12,5.7,26,12.3,24,11.4,20,9.5,19,9,12,5.7,15,7.1,0,0,6,2.8,15,7.1,0,0,21,10,0,0,0,0,65,30.8,0,0,78,37,14,6.6,9,4.3,66,31.3,180,85.3,0,0,18,94.7
'025908,0,0,0,0,0,0,6,75,2,25,8,100,0,0,0,0,0,0,2,25,0,0,57,26.4,13.3,10,0,0,5.6,0,7.7,11.8,0,0,0,0,0,0,0,0,0,0,177,0,0,3,1.7,0,0,1,0.4,122,68.9,13,7.3,14,7.9,9,5.1,13,7.3,13,7.3,19,10.7,13,7.3,13,7.3,18,10.2,14,7.9,10,5.6,9,5.1,0,0,8,4.5,9,5.1,10,5.6,37,20.9,0,0,3,1.7,55,31.1,0,0,58,32.8,23,13,3,1.7,50,28.2,137,77.4,1,12.5,6,75
'025909,0,0,1,1.3,0,0,65,83.3,13,16.7,78,100,0,0,0,0,1,1.3,12,15.4,1,1.3,164,14,4.8,1.2,4,0,5.7,1.2,0,1.3,5.3,62.5,0,7.7,0,0,0,0,0,0,1168,17,1.5,27,2.3,19,1.6,15,1.2,534,45.7,84,7.2,66,5.7,93,8,83,7.1,83,7.1,108,9.2,100,8.6,114,9.8,98,8.4,91,7.8,79,6.8,74,6.3,5,0.4,113,9.7,70,6,20,1.7,262,22.4,2,0.2,20,1.7,634,54.3,1,0.1,450,38.5,121,10.4,20,1.7,296,25.3,847,72.5,6,7.7,63,80.8
'026901,2,1.7,1,0.9,0,0,101,86.3,16,13.7,117,100,0,0,0,0,15,12.8,26,22.2,1,0.9,189,11.3,9.3000000000000007,0,3.1,0.9,2.7,2.5,0.7,1.6,8.3000000000000007,14.3,0,0,0,11.1,0,0,0,66.7,1766,8,0.5,216,12.2,174,9.9,25,1.3,957,54.2,143,8.1,108,6.1,132,7.5,130,7.4,119,6.7,120,6.8,127,7.2,143,8.1,143,8.1,130,7.4,122,6.9,126,7.1,1,0.1,133,7.5,147,8.3,75,4.2,618,35,5,0.3,207,11.7,809,45.8,0,0,724,41,114,6.5,28,1.6,469,26.6,933,52.8,11,9.4,72,61.5
'026902,0,0,0,0,0,0,21,53.8,18,46.2,39,100,0,0,0,0,7,17.899999999999999,16,41,1,2.6,101,21.3,2.6,2.6,10.8,5.6,21.7,0,4,8.3000000000000007,2.7,0,0,0,0,0,0,0,0,0,511,0,0,42,8.2,127,24.9,18,3.2,386,75.5,40,7.8,45,8.8,53,10.4,40,7.8,31,6.1,28,5.5,38,7.4,30,5.9,31,6.1,31,6.1,33,6.5,30,5.9,0,0,23,4.5,42,8.2,39,7.6,165,32.3,2,0.4,42,8.2,125,24.5,0,0,314,61.4,60,11.7,18,3.5,90,17.6,199,38.9,13,33.299999999999997,15,38.5
'026903,1,3.2,0,0,0,0,26,83.9,5,16.100000000000001,31,100,0,0,0,0,9,29,5,16.100000000000001,0,0,60,12.5,0,0,9.6999999999999993,7.3,0,0,2.4,0,0,0,0,16.7,0,0,0,0,0,0,503,0,0,25,5,155,30.8,5,0.9,333,66.2,37,7.4,28,5.6,42,8.3,39,7.8,41,8.2,32,6.4,44,8.7,46,9.1,44,8.7,40,8,30,6,25,5,0,0,43,8.5,38,7.6,17,3.4,126,25,1,0.2,19,3.8,170,33.8,0,0,313,62.2,46,9.1,6,1.2,114,22.7,215,42.7,3,9.6999999999999993,16,51.6
'027903,5,2.2999999999999998,1,0.5,0,0,187,85.8,31,14.2,218,100,1,0,4,0.3,5,2.2999999999999998,47,21.6,2,0.9,492,15.7,1.3,1.4,0.5,0,0.5,0.4,0,0,9.1,16.7,4,0,0,9.4,0,0,0,0,3218,9,0.3,218,6.8,43,1.3,49,1.4,1887,58.6,226,7,249,7.7,251,7.8,213,6.6,241,7.5,236,7.3,259,8,227,7.1,266,8.3,229,7.1,203,6.3,226,7,10,0.3,101,3.1,261,8.1,121,3.8,941,29.2,15,0.5,220,6.8,1331,41.4,2,0.1,1272,39.5,309,9.6,65,2,904,28.1,2143,66.6,28,12.8,158,72.5
'027904,4,1.5,1,0.4,0,0,210,78.900000000000006,56,21.1,266,100,4,0.1,9,0.5,2,0.8,87,32.700000000000003,4,1.5,644,16.3,1.1000000000000001,0.8,0.8,0.4,0.8,0,0.4,0,0.8,0,0,0,0,4.8,0,2.2000000000000002,0,8,3993,25,0.6,532,13.3,104,2.6,104,2.4,2431,60.9,285,7.1,302,7.6,293,7.3,295,7.4,287,7.2,315,7.9,294,7.4,325,8.1,322,8.1,329,8.2,271,6.8,268,6.7,5,0.1,277,6.9,276,6.9,126,3.2,1724,43.2,15,0.4,537,13.4,1562,39.1,17,0.4,1839,46.1,431,10.8,47,1.2,1010,25.3,2061,51.6,24,9,168,63.2
'028902,6,1.9,1,0.3,0,0,248,77.5,72,22.5,320,100,0,0,2,0.1,16,5,191,59.7,3,0.9,663,14.1,2.1,3.5,2.6,2,2.5,0.3,0,0,0.9,6.4,4.9000000000000004,5.5,0,1.8,0,0,0,2.2999999999999998,5113,17,0.3,591,11.6,247,4.8,136,2.5,3594,70.3,396,7.7,400,7.8,394,7.7,376,7.4,383,7.5,338,6.6,407,8,356,7,411,8,382,7.5,327,6.4,308,6,10,0.2,353,6.9,383,7.5,242,4.7,3462,67.7,19,0.4,691,13.5,1519,29.7,1,0,2881,56.3,612,12,79,1.5,1526,29.8,1288,25.2,29,9.1,103,32.200000000000003
'028903,2,2.6,0,0,0,0,71,91,7,9,78,100,1,0.1,15,2.4,5,6.4,48,61.5,0,0,171,12.8,1.1000000000000001,0,1.9,1.2,8.6999999999999993,0,0,0,2.2999999999999998,0,0,0,0,0,0,0,0,15.4,1427,1,0.1,184,12.9,99,6.9,9,0.6,1035,72.5,102,7.1,102,7.1,109,7.6,125,8.8,109,7.6,94,6.6,113,7.9,92,6.4,109,7.6,101,7.1,87,6.1,95,6.7,0,0,85,6,113,7.9,76,5.3,876,61.4,3,0.2,179,12.5,392,27.5,0,0,932,65.3,138,9.7,18,1.3,381,26.7,430,30.1,6,7.7,23,29.5
'028906,0,0,0,0,0,0,9,75,3,25,12,100,1,0.5,0,0,0,0,6,50,0,0,34,17.8,12.5,0,0,0,0,0,0,5.6,0,0,0,0,20,0,0,0,0,0,176,0,0,4,2.3,14,8,0,0,126,71.6,15,8.5,12,6.8,12,6.8,11,6.3,19,10.8,9,5.1,17,9.7,10,5.7,15,8.5,8,4.5,7,4,14,8,0,0,22,12.5,12,6.8,15,8.5,81,46,2,1.1,4,2.3,50,28.4,0,0,49,27.8,23,13.1,2,1.1,32,18.2,77,43.8,1,8.3000000000000007,6,50
'029901,5,1.8,18,6.6,0,0,212,77.7,61,22.3,273,100,6,0.1,16,0.8,5,1.8,151,55.3,1,0.4,555,13.8,10.3,10.199999999999999,2.8,1.8,0.4,2.4,1.7,0.3,3,13,12,0,0,2.6,2.6,0,0,4.5,4278,220,5.1,415,9.7,77,1.8,97,2.1,2617,61.2,359,8.4,332,7.8,273,6.4,310,7.2,323,7.6,333,7.8,301,7,336,7.9,352,8.2,311,7.3,294,6.9,244,5.7,8,0.2,320,7.5,306,7.2,196,4.6,2656,62.1,12,0.3,418,9.8,1661,38.8,2,0,2194,51.3,364,8.5,35,0.8,1329,31.1,1276,29.8,24,8.8000000000000007,93,34.1
'030901,0,0,0,0,0,0,21,100,0,0,21,100,0,0,1,0.6,0,0,4,19,0,0,49,15.3,0,0,5.6,0,0,0,0,0,18.2,0,0,0,0,0,0,.,0,50,337,1,0.3,9,2.7,0,0,1,0.3,213,63.2,20,5.9,24,7.1,28,8.3,16,4.7,30,8.9,20,5.9,26,7.7,26,7.7,24,7.1,29,8.6,21,6.2,17,5,3,0.9,32,9.5,31,9.2,22,6.5,29,8.6,3,0.9,9,2.7,124,36.8,0,0,160,47.5,30,8.9,2,0.6,115,34.1,302,89.6,0,0,17,81
'030902,3,3.4,0,0,0,0,64,71.900000000000006,25,28.1,89,100,0,0,1,0.1,0,0,9,10.1,0,0,200,14.6,7.5,2.2000000000000002,0,5.6,0.9,1,1.8,2.9,3.6,0,0,0,14.3,0,11.1,0,0,0,1448,2,0.1,6,0.4,16,1.1,19,1.2,683,47.2,100,6.9,104,7.2,101,7,125,8.6,99,6.8,135,9.3,117,8.1,118,8.1,116,8,103,7.1,95,6.6,90,6.2,4,0.3,69,4.8,104,7.2,37,2.6,203,14,1,0.1,6,0.4,765,52.8,1,0.1,663,45.8,127,8.8,29,2,376,26,1196,82.6,13,14.6,77,86.5
'030903,0,0,0,0,0,0,16,84.2,3,15.8,19,100,0,0,1,0.7,0,0,4,21.1,0,0,43,15.2,5.6,10,0,19,5.6,0,0,5.3,6.3,0,50,.,0,0,0,0,0,.,323,2,0.6,5,1.5,2,0.6,0,0,229,70.9,21,6.5,21,6.5,17,5.3,24,7.4,27,8.4,22,6.8,29,9,25,7.7,23,7.1,20,6.2,22,6.8,30,9.3,2,0.6,12,3.7,23,7.1,17,5.3,71,22,0,0,5,1.5,94,29.1,0,0,156,48.3,33,10.2,1,0.3,118,36.5,247,76.5,3,15.8,15,78.900000000000006
'030906,0,0,0,0,0,0,11,57.9,8,42.1,19,100,0,0,0,0,0,0,3,15.8,0,0,68,18.899999999999999,4,0,0,0,0,0,4.5,3.7,3.2,0,0,0,0,25,0,0,0,0,345,3,0.9,0,0,3,0.9,1,0.2,168,48.7,38,11,25,7.2,33,9.6,30,8.7,12,3.5,28,8.1,26,7.5,24,7,27,7.8,25,7.2,29,8.4,10,2.9,0,0,12,3.5,21,6.1,17,4.9,40,11.6,1,0.3,0,0,177,51.3,0,0,110,31.9,29,8.4,14,4.1,103,29.9,284,82.3,6,31.6,16,84.2
'031803,0,0,0,0,0,0,8,100,0,0,8,100,1,0.2,4,1.9,1,12.5,7,87.5,0,0,28,6.5,0,0,0,0,0,0,0,0,0,0,.,100,0,.,0,0,.,.,442,5,1.1,76,17.2,3,0.7,0,0,360,81.4,27,6.1,47,10.6,27,6.1,26,5.9,26,5.9,52,11.8,50,11.3,52,11.8,36,8.1,40,9,23,5.2,10,2.3,0,0,12,2.7,26,5.9,0,0,413,93.4,0,0,87,19.7,82,18.6,0,0,188,42.5,12,2.7,1,0.2,66,14.9,20,4.5,0,0,0,0
