DISTRICT,D20GR13N,D20GR13R,D30GR13N,D30GR13R,D40GR13N,D40GR13R,DA0GH13N,DA0GH13R,DA0GM13N,DA0GM13R,DA0GR13N,DA0GR13R,DAPID14N,DAPID14R,DAUND13C,DAUND13R,DB0GR13N,DB0GR13R,DH0GR13N,DH0GR13R,DI0GR13N,DI0GR13R,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR13N,DS0GR13R,DW0GR13N,DW0GR13R
'205902,7,2.4,3,1,0,0,268,91.5,25,8.5,293,100,0,0,3,0.1,3,1,134,45.7,1,0.3,692,15.4,5.5,4.5,3.9,2.5,3.2,1.6,3.6,0.6,6.1,25.8,3.2,0,0,7.1,4.3,10,0,15.2,4518,41,0.9,104,2.3,58,1.3,76,1.5,1827,40.4,310,6.9,324,7.2,320,7.1,323,7.1,318,7,349,7.7,371,8.2,348,7.7,398,8.8,335,7.4,334,7.4,306,6.8,8,0.2,331,7.3,370,8.2,104,2.3,2529,56,30,0.7,109,2.4,2691,59.6,4,0.1,2095,46.4,398,8.8,83,1.8,602,13.3,1773,39.2,30,10.199999999999999,145,49.5
'205903,8,6.4,2,1.6,0,0,95,76,30,24,125,100,1,0,1,0.1,3,2.4,50,40,0,0,353,16,12.7,6.7,1.5,2.6,7.5,2.1,0,6,2.2999999999999998,0,0,0,0,9.1,0,0,0,9.1,2309,41,1.8,140,6.1,36,1.6,9,0.4,1136,49.2,198,8.6,157,6.8,185,8,156,6.8,187,8.1,169,7.3,182,7.9,182,7.9,157,6.8,161,7,163,7.1,130,5.6,1,0,67,2.9,187,8.1,94,4.1,1254,54.3,9,0.4,142,6.1,1173,50.8,2,0.1,1150,49.8,174,7.5,71,3.1,459,19.9,896,38.8,17,13.6,62,49.6
'205904,0,0,1,1.1000000000000001,0,0,81,89,10,11,91,100,0,0,0,0,1,1.1000000000000001,83,91.2,0,0,175,11.2,5.6,6.9,0.7,1,2.5,2.6,0,0,0,10.5,0,0,0,0,0,0,0,0,1684,0,0,29,1.7,17,1,40,2.2000000000000002,1416,84.1,157,9.3,161,9.6,140,8.3,160,9.5,109,6.5,132,7.8,129,7.7,115,6.8,109,6.5,101,6,90,5.3,81,4.8,2,0.1,74,4.4,132,7.8,66,3.9,1548,91.9,2,0.1,45,2.7,268,15.9,0,0,1140,67.7,162,9.6,1,0.1,311,18.5,116,6.9,7,7.7,6,6.6
'205905,1,1.4,0,0,0,0,59,81.900000000000006,13,18.100000000000001,72,100,1,0.1,0,0,0,0,60,83.3,0,0,109,11.2,15.8,5.2,4.0999999999999996,1.7,0,2.8,4.5,0,4.4000000000000004,14.3,0,0,0,0,0,0,0,0,999,0,0,29,2.9,2,0.2,6,0.5,627,62.8,81,8.1,57,5.7,81,8.1,79,7.9,68,6.8,75,7.5,82,8.2,89,8.9,60,6,84,8.4,66,6.6,76,7.6,0,0,69,6.9,72,7.2,29,2.9,852,85.3,5,0.5,31,3.1,372,37.2,0,0,443,44.3,66,6.6,1,0.1,268,26.8,139,13.9,11,15.3,11,15.3
'205906,0,0,1,0.7,0,0,123,87.2,18,12.8,141,100,4,0.2,15,1.3,1,0.7,112,79.400000000000006,1,0.7,357,16.3,4.7,1.9,1.4,0.7,4.9000000000000004,1.3,1.3,1.8,1.4,0,7.7,0,0,7.1,0,6.3,0,21.1,2203,8,0.4,21,1,33,1.5,34,1.4,1588,72.1,159,7.2,170,7.7,171,7.8,165,7.5,150,6.8,148,6.7,163,7.4,170,7.7,175,7.9,179,8.1,165,7.5,134,6.1,0,0,151,6.9,146,6.6,108,4.9,1814,82.3,3,0.1,21,1,615,27.9,3,0.1,1287,58.4,195,8.9,12,0.5,564,25.6,330,15,15,10.6,26,18.399999999999999
'205907,0,0,0,0,0,0,58,84.1,11,15.9,69,100,0,0,0,0,1,1.4,61,88.4,0,0,152,14.9,8.6,11.1,3.1,2.9,3,0,1.2,0,6,0,0,0,0,0,0,0,0,66.7,1087,2,0.2,22,2,5,0.5,47,3.9,950,87.4,78,7.2,67,6.2,82,7.5,69,6.3,80,7.4,77,7.1,75,6.9,95,8.7,97,8.9,76,7,60,5.5,70,6.4,2,0.2,67,6.2,81,7.5,78,7.2,1000,92,3,0.3,23,2.1,137,12.6,0,0,721,66.3,112,10.3,7,0.6,328,30.2,70,6.4,8,11.6,7,10.1
'206901,0,0,0,0,0,0,44,83,9,17,53,100,0,0,0,0,0,0,21,39.6,0,0,67,10.7,16.3,4.7,2.4,0,0,0,0,0,4.8,40,0,0,0,0,0,0,0,11.1,708,2,0.3,116,16.4,1,0.1,4,0.5,453,64,78,11,44,6.2,48,6.8,49,6.9,44,6.2,47,6.6,59,8.3,26,3.7,56,7.9,52,7.3,45,6.4,49,6.9,0,0,32,4.5,60,8.5,51,7.2,381,53.8,2,0.3,117,16.5,255,36,0,0,328,46.3,69,9.7,4,0.6,200,28.2,318,44.9,7,13.2,32,60.4
'206902,0,0,0,0,0,0,12,75,4,25,16,100,0,0,1,1.4,0,0,3,18.8,0,0,31,23.7,0,0,0,0,0,0,0,0,0,.,0,0,.,.,.,0,0,100,120,0,0,0,0,0,0,0,0,62,51.7,4,3.3,11,9.2,7,5.8,12,10,9,7.5,9,7.5,9,7.5,10,8.3,14,11.7,11,9.2,3,2.5,9,7.5,0,0,2,1.7,6,5,6,5,28,23.3,1,0.8,0,0,58,48.3,0,0,24,20,10,8.3,2,1.7,26,21.7,89,74.2,2,12.5,13,81.3
'206903,0,0,0,0,0,0,7,58.3,5,41.7,12,100,0,0,1,1.1000000000000001,1,8.3000000000000007,3,25,0,0,50,33.6,0,0,0,0,0,0,0,10,0,.,0,0,0,0,0,0,0,.,129,1,0.8,6,4.7,5,3.9,1,0.6,79,61.2,6,4.7,11,8.5,7,5.4,9,7,9,7,11,8.5,9,7,10,7.8,16,12.4,13,10.1,11,8.5,13,10.1,0,0,7,5.4,4,3.1,0,0,39,30.2,1,0.8,6,4.7,50,38.8,0,0,73,56.6,22,17.1,3,2.3,44,34.1,80,62,3,25,8,66.7
'207901,0,0,0,0,0,0,38,84.4,7,15.6,45,100,0,0,1,0.4,0,0,34,75.599999999999994,0,0,55,10.1,14.6,9.3000000000000007,0,0,0,2.5,0,0,6.8,0,0,0,0,0,0,0,0,.,583,5,0.9,49,8.4,1,0.2,7,1.1000000000000001,272,46.7,49,8.4,36,6.2,42,7.2,52,8.9,46,7.9,47,8.1,41,7,35,6,50,8.6,40,6.9,37,6.3,25,4.3,0,0,14,2.4,58,9.9,25,4.3,408,70,1,0.2,49,8.4,311,53.3,0,0,299,51.3,31,5.3,7,1.2,146,25,161,27.6,6,13.3,11,24.4
'208901,0,0,0,0,0,0,10,71.400000000000006,4,28.6,14,100,0,0,0,0,0,0,6,42.9,0,0,30,13.1,5,6.7,0,0,6.3,0,0,0,0,.,0,.,.,.,0,0,0,.,232,0,0,6,2.6,3,1.3,0,0,115,49.6,17,7.3,20,8.6,19,8.2,14,6,16,6.9,16,6.9,20,8.6,13,5.6,19,8.2,15,6.5,19,8.2,21,9.1,0,0,11,4.7,13,5.6,10,4.3,90,38.8,0,0,6,2.6,117,50.4,0,0,99,42.7,20,8.6,6,2.6,75,32.3,133,57.3,6,42.9,8,57.1
'208902,2,1.2,1,0.6,0,0,117,70.900000000000006,48,29.1,165,100,0,0,0,0,9,5.5,72,43.6,0,0,480,18.2,4.7,3,1.5,1.3,1.8,0.5,0.6,0.6,6.2,14.3,5,0,0,5,0,0,0,8,2757,20,0.7,230,8.3,60,2.2,42,1.4,1569,56.9,209,7.6,241,8.7,204,7.4,226,8.2,176,6.4,191,6.9,207,7.5,194,7,191,6.9,171,6.2,175,6.3,149,5.4,13,0.5,124,4.5,219,7.9,191,6.9,1661,60.2,21,0.8,258,9.4,1188,43.1,0,0,1444,52.4,249,9,36,1.3,508,18.4,959,34.8,17,10.3,81,49.1
'208903,0,0,0,0,0,0,12,92.3,1,7.7,13,100,0,0,0,0,0,0,3,23.1,0,0,30,11.9,0,0,6.3,0,0,0,0,0,5.3,0,0,0,0,0,0,.,0,0,257,0,0,4,1.6,0,0,0,0,67,26.1,18,7,15,5.8,13,5.1,18,7,17,6.6,23,8.9,20,7.8,26,10.1,29,11.3,18,7,19,7.4,22,8.6,0,0,11,4.3,19,7.4,0,0,58,22.6,0,0,4,1.6,190,73.9,0,0,96,37.4,13,5.1,2,0.8,113,44,197,76.7,1,7.7,10,76.900000000000006
'209901,1,1.9,0,0,0,0,33,63.5,19,36.5,52,100,0,0,0,0,1,1.9,8,15.4,0,0,54,11.8,5,0,0,0,0,0,2.2999999999999998,0,12.8,0,0,0,0,0,0,0,0,0,496,1,0.2,9,1.8,10,2,2,0.4,191,38.5,39,7.9,42,8.5,30,6,26,5.2,29,5.8,42,8.5,40,8.1,42,8.5,31,6.3,38,7.7,27,5.4,29,5.8,2,0.4,20,4,49,9.9,30,6,78,15.7,2,0.4,9,1.8,305,61.5,2,0.4,183,36.9,41,8.3,12,2.4,120,24.2,391,78.8,6,11.5,42,80.8
'209902,0,0,0,0,0,0,8,72.7,3,27.3,11,100,0,0,0,0,0,0,1,9.1,0,0,32,24.1,25,0,0,0,0,0,0,0,0,.,.,.,0,0,0,.,0,.,103,0,0,0,0,0,0,0,0,81,78.6,9,8.7,6,5.8,4,3.9,8,7.8,7,6.8,10,9.7,10,9.7,9,8.7,11,10.7,7,6.8,13,12.6,7,6.8,0,0,5,4.9,2,1.9,0,0,10,9.7,0,0,0,0,22,21.4,0,0,33,32,19,18.4,0,0,46,44.7,93,90.3,2,18.2,10,90.9
'210901,0,0,0,0,0,0,127,90.1,14,9.9,141,100,1,0,1,0.1,40,28.4,41,29.1,0,0,270,11.3,3.9,6.8,4,0,0,0,0,0.6,0.5,25.9,12.5,5.6,0,0,0,8.6999999999999993,0,35.700000000000003,2768,74,2.7,773,27.9,557,20.1,36,1.2,2082,75.2,227,8.2,210,7.6,200,7.2,183,6.6,201,7.3,200,7.2,202,7.3,193,7,206,7.4,186,6.7,137,4.9,133,4.8,5,0.2,178,6.4,191,6.9,294,10.6,1161,41.9,2,0.1,831,30,686,24.8,6,0.2,1748,63.2,232,8.4,44,1.6,664,24,924,33.4,12,8.5,60,42.6
'210902,1,2.2000000000000002,0,0,0,0,41,91.1,4,8.9,45,100,2,0.2,0,0,2,4.4000000000000004,1,2.2000000000000002,0,0,87,12.5,2.1,4.8,2.1,2.2999999999999998,1.9,5.0999999999999996,0,2.2999999999999998,4.9000000000000004,12.5,0,0,0,0,0,0,0,25,751,2,0.3,46,6.1,40,5.3,5,0.6,469,62.5,65,8.7,58,7.7,58,7.7,50,6.7,54,7.2,57,7.6,46,6.1,51,6.8,54,7.2,62,8.3,45,6,54,7.2,1,0.1,29,3.9,57,7.6,39,5.2,107,14.2,1,0.1,46,6.1,282,37.5,1,0.1,397,52.9,82,10.9,11,1.5,247,32.9,589,78.4,5,11.1,41,91.1
'210903,0,0,0,0,0,0,40,95.2,2,4.8,42,100,3,0.3,1,0.3,13,31,4,9.5,0,0,106,13.7,5.9,2,0,5.3,4.3,0,0,2,4.8,0,0,0,8.3000000000000007,0,0,0,0,0,830,1,0.1,44,5.3,180,21.7,7,0.8,508,61.2,64,7.7,62,7.5,62,7.5,59,7.1,72,8.7,54,6.5,64,7.7,70,8.4,50,6,59,7.1,58,7,51,6.1,0,0,24,2.9,59,7.1,46,5.5,87,10.5,0,0,44,5.3,322,38.8,0,0,490,59,74,8.9,19,2.3,232,28,543,65.4,2,4.8,25,59.5
'210904,2,8.6999999999999993,0,0,0,0,16,69.599999999999994,7,30.4,23,100,0,0,8,3.5,8,34.799999999999997,5,21.7,0,0,84,16.600000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.299999999999997,579,0,0,122,21.1,147,25.4,11,1.7,495,85.5,45,7.8,48,8.3,39,6.7,45,7.8,38,6.6,37,6.4,30,5.2,50,8.6,39,6.7,36,6.2,33,5.7,34,5.9,6,1,57,9.8,45,7.8,54,9.3,217,37.5,0,0,122,21.1,84,14.5,0,0,397,68.6,75,13,13,2.2,180,31.1,202,34.9,2,8.6999999999999993,8,34.799999999999997
'210905,0,0,0,0,0,0,27,77.099999999999994,8,22.9,35,100,0,0,0,0,9,25.7,2,5.7,0,0,107,17.100000000000001,6.1,0,5.9,9.1,4.8,2.2999999999999998,0,0,4.7,0,0,0,0,0,0,0,0,0,628,3,0.5,36,5.7,155,24.7,5,0.7,454,72.3,49,7.8,53,8.4,50,8,51,8.1,43,6.8,44,7,56,8.9,50,8,40,6.4,38,6.1,34,5.4,35,5.6,1,0.2,16,2.5,46,7.3,38,6.1,84,13.4,0,0,36,5.7,174,27.7,0,0,349,55.6,75,11.9,19,3,136,21.7,367,58.4,9,25.7,24,68.599999999999994
'210906,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,18,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,1,1.1,1,1.1,0,0,60,63.2,19,20,10,10.5,12,12.6,10,10.5,6,6.3,7,7.4,11,11.6,6,6.3,0,0,0,0,0,0,0,0,0,0,1,1.1,6,6.3,8,8.4,6,6.3,0,0,1,1.1,35,36.8,0,0,38,40,18,18.9,0,0,6,6.3,88,92.6,.,.,.,.
'211901,.,.,.,.,.,.,.,.,.,.,.,.,1,0.2,0,0,.,.,.,.,.,.,54,15,0,0,0,0,0,0,0,0,12.5,.,.,.,0,.,0,0,.,.,384,0,0,129,33.6,1,0.3,0,0,125,32.6,27,7,27,7,27,7,39,10.2,25,6.5,22,5.7,32,8.3,31,8.1,23,6,28,7.3,26,6.8,24,6.3,0,0,60,15.6,30,7.8,23,6,173,45.1,0,0,130,33.9,259,67.4,0,0,165,43,33,8.6,0,0,0,0,210,54.7,.,.,.,.
'211902,0,0,0,0,0,0,28,80,7,20,35,100,0,0,0,0,0,0,20,57.1,0,0,54,10.1,5.7,0,0,0,0,0,0,0,2.2000000000000002,0,.,0,0,0,0,0,0,50,620,2,0.3,108,17.4,4,0.6,4,0.6,364,58.7,48,7.7,37,6,48,7.7,49,7.9,52,8.4,32,5.2,43,6.9,44,7.1,36,5.8,48,7.7,40,6.5,50,8.1,3,0.5,21,3.4,47,7.6,43,6.9,393,63.4,1,0.2,108,17.4,256,41.3,0,0,273,44,47,7.6,9,1.5,147,23.7,211,34,5,14.3,15,42.9
'212801,.,.,.,.,.,.,.,.,.,.,.,.,12,1.4,0,.,.,.,.,.,.,.,57,12.4,6.8,4.9000000000000004,6,3.9,2.9,0,.,.,3.7,50,0,0,0,0,0,.,.,.,852,35,4.1,0,0,128,15,0,0,300,35.2,64,7.5,80,9.4,120,14.1,81,9.5,80,9.4,223,26.2,134,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,8.2,0,0,164,19.2,1,0.1,28,3.3,552,64.8,0,0,358,42,58,6.8,23,2.7,0,0,501,58.8,.,.,.,.
'212803,0,0,0,0,0,0,1,10,9,90,10,100,5,1.9,9,3.4,1,10,1,10,0,0,238,75.599999999999994,0,.,0,0,0,0,0,11.8,.,100,.,.,0,0,0,0,0,.,162,0,0,0,0,40,24.7,0,0,156,96.3,2,1.2,4,2.5,1,0.6,6,3.7,11,6.8,12,7.4,10,6.2,19,11.7,32,19.8,31,19.1,21,13,13,8,0,0,0,0,0,0,0,0,18,11.1,0,0,0,0,6,3.7,0,0,162,100,81,50,4,2.5,97,59.9,100,61.7,3,30,8,80
'212804,.,.,.,.,.,.,.,.,.,.,.,.,1,0.2,0,.,.,.,.,.,.,.,90,26.9,.,.,0,0,0,1.5,.,.,.,.,.,0,0,0,0,.,.,.,467,12,2.6,0,0,29,6.2,0,0,104,22.3,0,0,0,0,67,14.3,80,17.1,103,22.1,109,23.3,108,23.1,0,0,0,0,0,0,0,0,0,0,0,0,37,7.9,0,0,0,0,42,9,3,0.6,0,0,363,77.7,0,0,230,49.3,32,6.9,12,2.6,0,0,369,79,.,.,.,.
'212901,1,1.6,1,1.6,0,0,55,85.9,9,14.1,64,100,0,0,0,0,9,14.1,9,14.1,2,3.1,134,15.7,8.8000000000000007,2,3.3,1.9,0,1.7,0,0,6,33.299999999999997,0,25,0,0,0,0,0,0,879,5,0.6,17,1.9,126,14.3,17,1.7,470,53.5,75,8.5,54,6.1,54,6.1,57,6.5,59,6.7,50,5.7,60,6.8,71,8.1,80,9.1,65,7.4,80,9.1,50,5.7,2,0.2,60,6.8,67,7.6,55,6.3,100,11.4,2,0.2,18,2,409,46.5,0,0,313,35.6,66,7.5,31,3.5,243,27.6,615,70,6,9.4,42,65.599999999999994
'212902,1,0.8,1,0.8,0,0,105,82.7,22,17.3,127,100,0,0,1,0.1,3,2.4,5,3.9,1,0.8,315,14.7,3.3,7.7,1.4,1.4,0,1.3,0,1.9,2.2999999999999998,8.6999999999999993,10,0,0,0,0,0,0,27.8,2310,8,0.3,50,2.2,99,4.3,26,1.1000000000000001,803,34.8,157,6.8,164,7.1,170,7.4,176,7.6,184,8,155,6.7,181,7.8,186,8.1,186,8.1,191,8.3,155,6.7,134,5.8,3,0.1,101,4.4,184,8,84,3.6,167,7.2,20,0.9,51,2.2,1507,65.2,0,0,865,37.4,254,11,63,2.7,709,30.7,1953,84.5,10,7.9,116,91.3
'212903,2,0.8,3,1.2,1,0.4,156,60.5,102,39.5,258,100,0,0,0,0,17,6.6,34,13.2,1,0.4,476,13.2,1.4,0,0.8,1.6,2.2000000000000002,0.4,0,0.8,0.4,0,0,0,0,0,0,0,0,0,3816,46,1.2,123,3.2,265,6.9,58,1.4,1750,45.9,308,8.1,257,6.7,285,7.5,291,7.6,291,7.6,260,6.8,299,7.8,294,7.7,308,8.1,287,7.5,259,6.8,278,7.3,5,0.1,279,7.3,276,7.2,118,3.1,520,13.6,16,0.4,128,3.4,2066,54.1,0,0,1227,32.2,358,9.4,159,4.2,903,23.7,2810,73.6,32,12.4,200,77.5
'212904,0,0,0,0,0,0,65,94.2,4,5.8,69,100,4,0.3,12,2.2999999999999998,12,17.399999999999999,6,8.6999999999999993,1,1.4,137,12.8,4.0999999999999996,5.5,5.3,3.5,0,0,1.1000000000000001,1.6,0,0,0,0,0,0,0,0,0,0,1104,6,0.5,45,4.1,139,12.6,12,1,599,54.3,80,7.2,82,7.4,82,7.4,74,6.7,88,8,76,6.9,85,7.7,101,9.1,68,6.2,83,7.5,76,6.9,74,6.7,0,0,69,6.3,80,7.2,55,5,117,10.6,6,0.5,45,4.1,505,45.7,3,0.3,725,65.7,91,8.2,31,2.8,281,25.5,802,72.6,2,2.9,50,72.5
'212905,10,1,15,1.6,0,0,726,75.900000000000006,231,24.1,957,100,0,0,3,0,308,32.200000000000003,349,36.5,4,0.4,2871,16.2,3.2,2,2.4,1,3.5,0.2,0.6,1.2,0.7,5.4,2,3.3,0.9,2,0,1,0,8.1999999999999993,17993,234,1.3,3516,19.5,5452,30.3,272,1.4,12913,71.8,1585,8.8,1510,8.4,1464,8.1,1373,7.6,1453,8.1,1184,6.6,1331,7.4,1364,7.6,1410,7.8,1143,6.4,1080,6,968,5.4,52,0.3,1762,9.8,1533,8.5,543,3,7971,44.3,47,0.3,3892,21.6,5080,28.2,9,0.1,10997,61.1,1333,7.4,308,1.7,4752,26.4,3972,22.1,65,6.8,271,28.3
'212906,3,0.9,6,1.8,2,0.6,253,77.099999999999994,75,22.9,328,100,2,0,10,0.4,36,11,31,9.5,1,0.3,593,13.3,4.2,7,1.7,2.8,0.7,0,0.3,0,3.3,7.1,6.3,3.8,0,2.9,0,3.6,0,17.899999999999999,4582,139,3,119,2.6,520,11.3,64,1.3,1747,38.1,337,7.4,367,8,318,6.9,377,8.2,320,7,339,7.4,335,7.3,359,7.8,398,8.7,369,8.1,334,7.3,301,6.6,15,0.3,351,7.7,309,6.7,104,2.3,536,11.7,31,0.7,132,2.9,2835,61.9,6,0.1,1753,38.3,400,8.7,138,3,1097,23.9,3212,70.1,14,4.3,249,75.900000000000006
'212909,12,5.2,0,0,0,0,197,85.3,34,14.7,231,100,3,0.1,2,0.1,46,19.899999999999999,80,34.6,0,0,525,15.9,0.4,0.5,1.7,0,0.9,0.8,0.4,0.4,0.9,13.6,5.3,0,0,17.600000000000001,0,0,19,0,3488,34,1,707,20.3,633,18.1,72,1.9,2488,71.3,272,7.8,283,8.1,233,6.7,256,7.3,254,7.3,255,7.3,259,7.4,306,8.8,274,7.9,262,7.5,216,6.2,220,6.3,4,0.1,163,4.7,234,6.7,160,4.6,1456,41.7,9,0.3,631,18.1,1000,28.7,5,0.1,1917,55,241,6.9,95,2.7,1030,29.5,1256,36,10,4.3,93,40.299999999999997
'212910,0,0,0,0,0,0,52,86.7,8,13.3,60,100,0,0,5,1.1000000000000001,8,13.3,6,10,0,0,218,21.6,12.3,4.2,8,1.4,3.2,0,0,6,1.4,18.2,60,0,0,7.1,0,0,0,10,1020,1,0.1,32,3.1,198,19.4,21,1.8,595,58.3,91,8.9,81,7.9,83,8.1,76,7.5,86,8.4,82,8,79,7.7,72,7.1,58,5.7,71,7,60,5.9,73,7.2,7,0.7,74,7.3,63,6.2,38,3.7,232,22.7,2,0.2,32,3.1,425,41.7,0,0,455,44.6,117,11.5,17,1.7,250,24.5,570,55.9,4,6.7,46,76.7
'213801,1,1.4,0,0,0,0,12,17.100000000000001,58,82.9,70,100,0,0,1,0.2,2,2.9,4,5.7,0,0,930,91,0,0,0,40,0,0,0,0,.,.,.,0,0,0,0,.,.,0,206,1,0.5,0,0,21,10.2,0,0,123,59.7,7,3.4,4,1.9,6,2.9,5,2.4,5,2.4,5,2.4,4,1.9,8,3.9,21,10.2,43,20.9,35,17,56,27.2,0,0,0,0,7,3.4,0,0,33,16,2,1,0,0,83,40.3,0,0,181,87.9,29,14.1,5,2.4,61,29.6,144,69.9,7,10,63,90
'213901,2,1.5,0,0,1,0.7,101,74.8,34,25.2,135,100,0,0,3,0.4,1,0.7,36,26.7,2,1.5,150,9.5,3.4,1.9,1.8,1.8,0,1.8,2.5,6.4,5.3,16.7,0,8.3000000000000007,0,0,0,0,0,27.3,1650,14,0.8,141,8.5,7,0.4,9,0.5,727,44.1,130,7.9,125,7.6,123,7.5,122,7.4,127,7.7,116,7,124,7.5,132,8,114,6.9,122,7.4,112,6.8,114,6.9,2,0.1,118,7.2,122,7.4,65,3.9,483,29.3,19,1.2,141,8.5,923,55.9,2,0.1,728,44.1,106,6.4,32,1.9,398,24.1,1093,66.2,9,6.7,93,68.900000000000006
'214901,0,0,2,0.3,0,0,658,92.7,52,7.3,710,100,5,0,4,0.1,0,0,708,99.7,0,0,1132,11.3,7.6,7.3,3.2,1,0,0.1,0,0.3,2.8,12.3,9.3000000000000007,1.4,0,2.4,0,0,0,7.8,10851,21,0.2,6645,61.2,2,0,168,1.5,10499,96.8,840,7.7,848,7.8,778,7.2,753,6.9,802,7.4,782,7.2,831,7.7,830,7.6,850,7.8,745,6.9,665,6.1,685,6.3,1,0,1454,13.4,760,7,681,6.3,10714,98.7,2,0,6617,61,352,3.2,1,0,7746,71.4,1023,9.4,1,0,2834,26.1,110,1,82,11.5,0,0
'214902,0,0,0,0,0,0,19,95,1,5,20,100,0,0,1,0.8,0,0,19,95,0,0,27,11.2,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,258,0,0,35,13.6,2,0.8,2,0.7,220,85.3,17,6.6,17,6.6,20,7.8,20,7.8,16,6.2,18,7,20,7.8,23,8.9,16,6.2,19,7.4,16,6.2,24,9.3,0,0,3,1.2,15,5.8,17,6.6,255,98.8,0,0,36,14,38,14.7,0,0,131,50.8,27,10.5,0,0,71,27.5,1,0.4,5,25,1,5
'214903,0,0,0,0,0,0,332,92.5,27,7.5,359,100,3,0,1,0,0,0,359,100,0,0,655,11,8.3000000000000007,9.3000000000000007,0.5,0,0,0.9,0.5,0.7,5,4.5,0,0,0,0,0,0,0,19.2,6475,0,0,4599,71,1,0,96,1.4,5910,91.3,501,7.7,575,8.9,501,7.7,432,6.7,447,6.9,434,6.7,495,7.6,453,7,521,8,414,6.4,413,6.4,389,6,15,0.2,531,8.2,442,6.8,443,6.8,6473,100,0,0,4611,71.2,565,8.7,0,0,5397,83.4,290,4.5,0,0,1413,21.8,1,0,28,7.8,0,0
'215901,1,1.4,1,1.4,0,0,64,87.7,9,12.3,73,100,0,0,2,0.3,0,0,30,41.1,2,2.7,174,12.9,5.2,7.2,1,0,3.2,0,3.7,3.2,2.6,62.5,0,0,0,0,0,0,0,0,1510,8,0.5,121,8,31,2.1,23,1.4,955,63.2,135,8.9,132,8.7,111,7.4,121,8,108,7.2,102,6.8,110,7.3,118,7.8,116,7.7,98,6.5,95,6.3,65,4.3,2,0.1,92,6.1,114,7.5,83,5.5,511,33.8,22,1.5,112,7.4,555,36.8,2,0.1,610,40.4,144,9.5,19,1.3,490,32.5,917,60.7,7,9.6,39,53.4
'216901,0,0,0,0,0,0,15,100,0,0,15,100,0,0,0,0,0,0,7,46.7,0,0,43,15.8,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,.,0,0,25,314,0,0,12,3.8,2,0.6,2,0.7,143,45.5,26,8.3,30,9.6,29,9.2,22,7,30,9.6,20,6.4,20,6.4,26,8.3,15,4.8,20,6.4,23,7.3,18,5.7,0,0,15,4.8,20,6.4,15,4.8,146,46.5,2,0.6,11,3.5,171,54.5,0,0,124,39.5,30,9.6,11,3.5,72,22.9,153,48.7,1,6.7,8,53.3
'217901,1,6.3,0,0,0,0,13,81.3,3,18.8,16,100,0,0,0,0,0,0,4,25,0,0,24,10.8,0,6.7,5.3,0,0,0,0,0,0,0,.,0,0,.,0,0,.,0,241,3,1.2,5,2.1,8,3.3,2,0.8,135,56,23,9.5,21,8.7,16,6.6,18,7.5,21,8.7,21,8.7,16,6.6,11,4.6,18,7.5,23,9.5,10,4.1,11,4.6,1,0.4,8,3.3,15,6.2,16,6.6,70,29,0,0,5,2.1,106,44,0,0,77,32,18,7.5,1,0.4,83,34.4,159,66,0,0,11,68.8
